Название,Адрес,Город,Номер телефона,Вебсайт,Cсылка
Tom Tailor,"Ленинградское ш., 16Ас4",Москва,+7 495 150-15-05,,https://www.google.com/maps/place/Tom+Tailor/data=!4m7!3m6!1s0x46b5483ce9e105c9:0xe96ca559eb19d1f1!8m2!3d55.8232492!4d37.4982905!16s%2Fg%2F11gdtk0lnj!19sChIJyQXh6TxItUYR8dEZ61mlbOk?authuser=0&hl=ru&rclk=1
IsaSelim,"Новая Басманная ул., 28 стр 1",Москва,+7 926 530-53-05,,https://www.google.com/maps/place/IsaSelim/data=!4m7!3m6!1s0x46b54bd3fadefa91:0xc9463e393720c969!8m2!3d55.769566!4d37.6664614!16s%2Fg%2F11d_20rfjz!19sChIJkfre-tNLtUYRackgNzk-Rsk?authuser=0&hl=ru&rclk=1
Baurotti & Bacciano,"Марксистская ул., 3",Москва,+7 915 255-06-10,,https://www.google.com/maps/place/Baurotti+%26+Bacciano/data=!4m7!3m6!1s0x46b54add21f956b9:0xdb1e196a0e2ab9d4!8m2!3d55.7384613!4d37.6613198!16s%2Fg%2F1vrq89sz!19sChIJuVb5Id1KtUYR1LkqDmoZHts?authuser=0&hl=ru&rclk=1
KANZLER,"Верхняя Красносельская ул., 3а, ТЦ Тройка",Москва,+7 495 969-25-06,,https://www.google.com/maps/place/KANZLER/data=!4m7!3m6!1s0x46b5358596bf684f:0xc22c4727c479994d!8m2!3d55.7857669!4d37.665176!16s%2Fg%2F1tqfz_p0!19sChIJT2i_loU1tUYRTZl5xCdHLMI?authuser=0&hl=ru&rclk=1
KANZLER,"ТРЦ Весна, вл3с1, Алтуфьевское ш., 1-й километр",Москва,+7 495 787-37-11,,https://www.google.com/maps/place/KANZLER/data=!4m7!3m6!1s0x46b530aa83eac28b:0x937691658225b830!8m2!3d55.761308!4d37.6166511!16s%2Fg%2F11c5xldl77!19sChIJi8Lqg6owtUYRMLglgmWRdpM?authuser=0&hl=ru&rclk=1
Магазин мужской одежды,"Оружейный пер., 11",Москва,,,https://www.google.com/maps/place/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x46b54b506a089267:0xabea5b4a247c4307!8m2!3d55.7716654!4d37.5991391!16s%2Fg%2F11n_xz2453!19sChIJZ5IIalBLtUYRB0N8JEpb6qs?authuser=0&hl=ru&rclk=1
Магазин Мужской Одежды,"Кожевническая ул., 7",Москва,+7 916 632-31-10,,https://www.google.com/maps/place/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%9E%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x46b54b1f889b4f05:0x79f5359ffe2b4412!8m2!3d55.72986!4d37.6456279!16s%2Fg%2F1pzrwscf_!19sChIJBU-biB9LtUYREkQr_p819Xk?authuser=0&hl=ru&rclk=1
KANZLER,"Павелецкая пл., 3, ТРЦ Павелецкая Плаза",Москва,+7 499 673-93-20,,https://www.google.com/maps/place/KANZLER/data=!4m7!3m6!1s0x46b54bd815a6961b:0x53c014f07cce623f!8m2!3d55.731477!4d37.6406954!16s%2Fg%2F11t1d0w_zl!19sChIJG5amFdhLtUYRP2LOfPAUwFM?authuser=0&hl=ru&rclk=1
Zili Man,"Страстной б-р, дом 6, строение 1",Москва,+7 495 741-15-49,,https://www.google.com/maps/place/Zili+Man/data=!4m7!3m6!1s0x46b54a40c1937b29:0xf6e1d4c7655efcea!8m2!3d55.7667676!4d37.6071618!16s%2Fg%2F11gj0t97ts!19sChIJKXuTwUBKtUYR6vxeZcfU4fY?authuser=0&hl=ru&rclk=1
KANZLER,"Шереметьевская ул., 6к1, ТРЦ Райкин-Плаза",Москва,+7 495 542-44-25,,https://www.google.com/maps/place/KANZLER/data=!4m7!3m6!1s0x46b535f88e420255:0x7520b0e54f17b318!8m2!3d55.7957728!4d37.6168405!16s%2Fg%2F11dxdh8q3y!19sChIJVQJCjvg1tUYRGLMXT-WwIHU?authuser=0&hl=ru&rclk=1
мужские костюмы arbatkostum,"Новый Арбат ул., 23",Москва,+7 977 874-87-05,,https://www.google.com/maps/place/%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%B8%D0%B5+%D0%BA%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D1%8B+arbatkostum/data=!4m7!3m6!1s0x46b54bb5736b13a7:0x16b2fdd66a91198c!8m2!3d55.7520422!4d37.5818974!16s%2Fg%2F11fylvn45y!19sChIJpxNrc7VLtUYRjBmRatb9shY?authuser=0&hl=ru&rclk=1
St-James,"пер. Столешников, 14",Москва,+7 495 733-92-01,,https://www.google.com/maps/place/St-James/data=!4m7!3m6!1s0x46b54b9177021f15:0xded18d22d04da37e!8m2!3d55.762876!4d37.61498!16s%2Fg%2F11gy7jllg1!19sChIJFR8Cd5FLtUYRfqNN0CKN0d4?authuser=0&hl=ru&rclk=1
Нестор меланье,"Каланчевская ул., 17",Москва,+7 499 975-39-52,,https://www.google.com/maps/place/%D0%9D%D0%B5%D1%81%D1%82%D0%BE%D1%80+%D0%BC%D0%B5%D0%BB%D0%B0%D0%BD%D1%8C%D0%B5/data=!4m7!3m6!1s0x46b54a7b8bc993b7:0xea8728ed5642beb0!8m2!3d55.7731018!4d37.6518404!16s%2Fg%2F11r9xmyym!19sChIJt5PJi3tKtUYRsL5CVu0oh-o?authuser=0&hl=ru&rclk=1
Damerino,"Новый Арбат ул., 32",Москва,+7 495 748-62-63,,https://www.google.com/maps/place/Damerino/data=!4m7!3m6!1s0x46b54bc6c3bb4741:0x5c40549b06935fe9!8m2!3d55.7533802!4d37.5806993!16s%2Fg%2F11qpyy4n7m!19sChIJQUe7w8ZLtUYR6V-TBptUQFw?authuser=0&hl=ru&rclk=1
The Windsor Knot,"2 этаж, ТРЦ ""Райкин плаза"", Шереметьевская ул., 6к1",Москва,+7 495 542-44-98,,https://www.google.com/maps/place/The+Windsor+Knot/data=!4m7!3m6!1s0x46b535f8e1c62a83:0xdf95326d3cef2ee5!8m2!3d55.7954982!4d37.6167719!16s%2Fg%2F11bysjv5np!19sChIJgyrG4fg1tUYR5S7vPG0yld8?authuser=0&hl=ru&rclk=1
Павильон В 125 Мужская Одежда,"ул. Сущёвский Вал, 5с1",Москва,+7 915 195-35-61,,https://www.google.com/maps/place/%D0%9F%D0%B0%D0%B2%D0%B8%D0%BB%D1%8C%D0%BE%D0%BD+%D0%92+125+%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%B0%D1%8F+%D0%9E%D0%B4%D0%B5%D0%B6%D0%B4%D0%B0/data=!4m7!3m6!1s0x46b549f8e563adbf:0x6eca1ea4c07c5e53!8m2!3d55.7943557!4d37.5922064!16s%2Fg%2F11dy56_cx8!19sChIJv61j5fhJtUYRU158wKQeym4?authuser=0&hl=ru&rclk=1
Mac Dyglas,"Комсомольская пл., 3/36",Москва,+7 495 983-03-41,,https://www.google.com/maps/place/Mac+Dyglas/data=!4m7!3m6!1s0x46b5358912036d1d:0xa0c9b53c451e4f7!8m2!3d55.785892!4d37.65184!16s%2Fg%2F1tgg8m_j!19sChIJHW0DEok1tUYR9-RRxFObDAo?authuser=0&hl=ru&rclk=1
Canali Boutique,"TzUM Moscow, Петровка ул., 2",Москва,+7 800 500-80-00,,https://www.google.com/maps/place/Canali+Boutique/data=!4m7!3m6!1s0x46b54a5b56f58a5b:0xba1b826fd352f943!8m2!3d55.7606399!4d37.6196524!16s%2Fg%2F11cn3sgbt8!19sChIJW4r1VltKtUYRQ_lS02-CG7o?authuser=0&hl=ru&rclk=1
BML,"Смоленская наб., 3",Москва,+7 495 108-07-74,,https://www.google.com/maps/place/BML/data=!4m7!3m6!1s0x46b54b6e66b3f701:0x71107be72809ba64!8m2!3d55.747743!4d37.581949!16s%2Fg%2F11ghtqzkyy!19sChIJAfezZm5LtUYRZLoJKOd7EHE?authuser=0&hl=ru&rclk=1
Мужские свадебные костюмы,"Марксистская ул., д. 38, стр",Москва,+7 925 353-00-96,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%B8%D0%B5+%D1%81%D0%B2%D0%B0%D0%B4%D0%B5%D0%B1%D0%BD%D1%8B%D0%B5+%D0%BA%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D1%8B/data=!4m7!3m6!1s0x46b54adb837a1f5b:0x3fe90e47878826f0!8m2!3d55.7338199!4d37.6666008!16s%2Fg%2F11gjmtdq0w!19sChIJWx96g9tKtUYR8CaIh0cO6T8?authuser=0&hl=ru&rclk=1
Otto Berg Fashion,"ТК ""Савеловский"", ул. Сущёвский Вал, 5C1",Москва,+7 495 287-16-06,,https://www.google.com/maps/place/Otto+Berg+Fashion/data=!4m7!3m6!1s0x46b54a079b118e5d:0xb10e28d8da94b66e!8m2!3d55.793697!4d37.5917851!16s%2Fg%2F1pp2th8gc!19sChIJXY4RmwdKtUYRbraU2tgoDrE?authuser=0&hl=ru&rclk=1
HENDERSON,"пл. Киевского Вокзала, 2, ТРЦ «Европейский», 3 этаж",Москва,+7 495 134-43-77,,https://www.google.com/maps/place/HENDERSON/data=!4m7!3m6!1s0x46b54bb8789fec71:0xa1472a4adc406225!8m2!3d55.7446162!4d37.5661083!16s%2Fg%2F1th271x1!19sChIJceyfeLhLtUYRJWJA3EoqR6E?authuser=0&hl=ru&rclk=1
Ателье Khalikov Tailors,"Чистопрудный бул., 15 строение 2",Москва,+7 495 744-63-86,,https://www.google.com/maps/place/%D0%90%D1%82%D0%B5%D0%BB%D1%8C%D0%B5+Khalikov+Tailors/data=!4m7!3m6!1s0x46b54a61c692dc8d:0x1abaf49187920c16!8m2!3d55.7623876!4d37.6452742!16s%2Fg%2F11c5wl90st!19sChIJjdySxmFKtUYRFgySh5H0uho?authuser=0&hl=ru&rclk=1
Деловой Костюм,"Новослободская ул., дом 24 строение 2",Москва,,,https://www.google.com/maps/place/%D0%94%D0%B5%D0%BB%D0%BE%D0%B2%D0%BE%D0%B9+%D0%9A%D0%BE%D1%81%D1%82%D1%8E%D0%BC/data=!4m7!3m6!1s0x46b54a1a4891825d:0xf8927bdb11f21ee2!8m2!3d55.783016!4d37.5992419!16s%2Fg%2F11p0z53khq!19sChIJXYKRSBpKtUYR4h7yEdt7kvg?authuser=0&hl=ru&rclk=1
mansband,"д14, 2",Москва,,,https://www.google.com/maps/place/mansband/data=!4m7!3m6!1s0x46b5357efc08c97d:0x8fd4e5a0528b918f!8m2!3d55.776146!4d37.677962!16s%2Fg%2F11mhhc7wby!19sChIJfckI_H41tUYRj5GLUqDl1I8?authuser=0&hl=ru&rclk=1
Kiton,"ЦУМ, Петровка ул., 2, 2 этаж",Москва,+7 495 933-73-00,,https://www.google.com/maps/place/Kiton/data=!4m7!3m6!1s0x46b54a5caaa109a9:0x3a7c483cefd81aa3!8m2!3d55.760766!4d37.6195139!16s%2Fg%2F1pp2tjj_4!19sChIJqQmhqlxKtUYRoxrY7zxIfDo?authuser=0&hl=ru&rclk=1
Клуб 2 метра,"Кутузовский просп., 36, с.3 подъезд №5, 2 этаж, офис 309",Москва,+7 800 700-11-27,,https://www.google.com/maps/place/%D0%9A%D0%BB%D1%83%D0%B1+2+%D0%BC%D0%B5%D1%82%D1%80%D0%B0/data=!4m7!3m6!1s0x43d12e48a2ff5cab:0xfd880bc0f83e12ad!8m2!3d55.740098!4d37.526317!16s%2Fg%2F11bzrqfp44!19sChIJq1z_okgu0UMRrRI--MALiP0?authuser=0&hl=ru&rclk=1
DressCode Moscow,"ул. Сущевская, д.27с2 БЦ ""Атмосфера"", вход А4, 1 этаж",Москва,+7 926 198-20-51,,https://www.google.com/maps/place/DressCode+Moscow/data=!4m7!3m6!1s0x46b54a6eb81e52c1:0x40b6761db41f6854!8m2!3d55.7829444!4d37.5998881!16s%2Fg%2F11h0vpw552!19sChIJwVIeuG5KtUYRVGgftB12tkA?authuser=0&hl=ru&rclk=1
COSTUME CODE,"Рочдельская ул., д 15 стр 41",Москва,+7 495 777-93-60,,https://www.google.com/maps/place/COSTUME+CODE/data=!4m7!3m6!1s0x46b54bcde5ed95c7:0xf04902abcd107466!8m2!3d55.756131!4d37.56193!16s%2Fg%2F11fzf13dyf!19sChIJx5Xt5c1LtUYRZnQQzasCSfA?authuser=0&hl=ru&rclk=1
Cacharel,"ТЦ ""Европейский"", пл. Киевского Вокзала, 2, 3 этаж",Москва,+7 495 229-61-51,,https://www.google.com/maps/place/Cacharel/data=!4m7!3m6!1s0x46b54bc78fa50d51:0xf6c6df0fd37de428!8m2!3d55.7442658!4d37.5669031!16s%2Fg%2F1hd_dznrr!19sChIJUQ2lj8dLtUYRKOR90w_fxvY?authuser=0&hl=ru&rclk=1
ViaVestis,"Ясеневая 39 корп 1, ул. Пятницкая, 5",Москва,+7 926 156-68-36,,https://www.google.com/maps/place/ViaVestis/data=!4m7!3m6!1s0x414ab16df1650edd:0x10f7bbedc96f694c!8m2!3d55.745885!4d37.6268121!16s%2Fg%2F11cmr0w9yf!19sChIJ3Q5l8W2xSkERTGlvye279xA?authuser=0&hl=ru&rclk=1
Vittorio Marchesi,"Тверская ул., 16",Москва,+7 495 799-23-21,,https://www.google.com/maps/place/Vittorio+Marchesi/data=!4m7!3m6!1s0x46b54a46d8562769:0xfffac3eaa6a0309c!8m2!3d55.7646153!4d37.6062877!16s%2Fg%2F11rr_tj5j!19sChIJaSdW2EZKtUYRnDCgpurD-v8?authuser=0&hl=ru&rclk=1
"Магазин мужской одежды ""KO'S"".","ТРЦ ""АФИМОЛЛ Сити, Пресненская наб., д.2, 1 этаж",Москва,+7 909 900-11-60,,https://www.google.com/maps/place/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B+%22KO%27S%22./data=!4m7!3m6!1s0x46b54bdc7ace9269:0x8a70c32b03d60892!8m2!3d55.7492707!4d37.5406088!16s%2Fg%2F11ggb71_kc!19sChIJaZLOetxLtUYRkgjWAyvDcIo?authuser=0&hl=ru&rclk=1
КиноМода Студия Вечернего Костюма,"Малый Кисловский пер., 1",Москва,+7 495 933-08-89,,https://www.google.com/maps/place/%D0%9A%D0%B8%D0%BD%D0%BE%D0%9C%D0%BE%D0%B4%D0%B0+%D0%A1%D1%82%D1%83%D0%B4%D0%B8%D1%8F+%D0%92%D0%B5%D1%87%D0%B5%D1%80%D0%BD%D0%B5%D0%B3%D0%BE+%D0%9A%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D0%B0/data=!4m7!3m6!1s0x46b54a4e7eab0f89:0x6cdb4245fb0a1994!8m2!3d55.7543676!4d37.6027193!16s%2Fg%2F1tgnvx81!19sChIJiQ-rfk5KtUYRlBkK-0VC22w?authuser=0&hl=ru&rclk=1
"Женские зимние костюмы, мужские и детские","1-й Новокузнецкий пер., 10",Москва,+7 499 397-88-28,,"https://www.google.com/maps/place/%D0%96%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D0%B5+%D0%B7%D0%B8%D0%BC%D0%BD%D0%B8%D0%B5+%D0%BA%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D1%8B,+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%B8%D0%B5+%D0%B8+%D0%B4%D0%B5%D1%82%D1%81%D0%BA%D0%B8%D0%B5/data=!4m7!3m6!1s0x46b54b1d3e8b112d:0x11dd5324b254efcc!8m2!3d55.7351161!4d37.6313982!16s%2Fg%2F11hbnj6sf5!19sChIJLRGLPh1LtUYRzO9UsiRT3RE?authuser=0&hl=ru&rclk=1"
21dot12,"Мерзляковский пер., 10",Москва,+7 905 729-88-49,,https://www.google.com/maps/place/21dot12/data=!4m7!3m6!1s0x46b54b4edb0ad9d9:0x8ec1765246e5f135!8m2!3d55.75473!4d37.5991666!16s%2Fg%2F11r_mlf62s!19sChIJ2dkK205LtUYRNfHlRlJ2wY4?authuser=0&hl=ru&rclk=1
Zoletto,"Ленинградский пр-т., 36с9",Москва,+7 495 414-25-57,,https://www.google.com/maps/place/Zoletto/data=!4m7!3m6!1s0x46b54b031919d9c3:0xd51430e4310afbc4!8m2!3d55.7885839!4d37.567468!16s%2Fg%2F11g8z5ms2p!19sChIJw9kZGQNLtUYRxPsKMeQwFNU?authuser=0&hl=ru&rclk=1
Aminarini,"ТЦ ""Гименей, ул. Большая Якиманка, 22, 1 этаж",Москва,+7 495 645-04-04,,https://www.google.com/maps/place/Aminarini/data=!4m7!3m6!1s0x46b54b011e57d7ef:0x21fc2de4d37fd0b2!8m2!3d55.7384382!4d37.6146827!16s%2Fg%2F12hmp6gmg!19sChIJ79dXHgFLtUYRstB_0-Qt_CE?authuser=0&hl=ru&rclk=1
Сударь,"Хорошёвское ш., 27, ТРЦ Хорошо",Москва,+7 499 638-77-49,,https://www.google.com/maps/place/%D0%A1%D1%83%D0%B4%D0%B0%D1%80%D1%8C/data=!4m7!3m6!1s0x46b5495f80328a17:0xfd4c06f909cfc7be!8m2!3d55.7771015!4d37.5237019!16s%2Fg%2F11fpggzvk6!19sChIJF4oygF9JtUYRvsfPCfkGTP0?authuser=0&hl=ru&rclk=1
The Men's Club,"Верхняя Красносельская ул., 3а",Москва,+7 495 970-37-90,,https://www.google.com/maps/place/The+Men%27s+Club/data=!4m7!3m6!1s0x46b53505b43d62b7:0x844c3e243fb6d82d!8m2!3d55.7858615!4d37.6666769!16s%2Fg%2F11mvrq6nsm!19sChIJt2I9tAU1tUYRLdi2PyQ-TIQ?authuser=0&hl=ru&rclk=1
Pizhon,"Москва-Сити, P:Сектор E ; F: Выставочная, Деловой Центр, Пресненская наб., 2, 1 этаж, №F8",Москва,+7 991 707-07-87,,https://www.google.com/maps/place/Pizhon/data=!4m7!3m6!1s0x46b53503f8231db3:0xa727437bbd1c134e!8m2!3d55.7492385!4d37.539476!16s%2Fg%2F11s6tzq8qs!19sChIJsx0j-AM1tUYRThMcvXtDJ6c?authuser=0&hl=ru&rclk=1
DTMD - шоурум мужской одежды,"Комсомольский пр., 16 корпус 2",Москва,+7 916 650-69-41,,https://www.google.com/maps/place/DTMD+-+%D1%88%D0%BE%D1%83%D1%80%D1%83%D0%BC+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x46b54b57ef1c7423:0xe82e18999f12a2e9!8m2!3d55.7313189!4d37.5869629!16s%2Fg%2F11pwcbbyg8!19sChIJI3Qc71dLtUYR6aISn5kYLug?authuser=0&hl=ru&rclk=1
UOMODOM - Прокат костюмов и смокингов,"Петровский б-р, 14, офис 22",Москва,+7 495 000-15-02,,https://www.google.com/maps/place/UOMODOM+-+%D0%9F%D1%80%D0%BE%D0%BA%D0%B0%D1%82+%D0%BA%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D0%BE%D0%B2+%D0%B8+%D1%81%D0%BC%D0%BE%D0%BA%D0%B8%D0%BD%D0%B3%D0%BE%D0%B2/data=!4m7!3m6!1s0x46b54a69d83e28c1:0x5c5dcb6e25579327!8m2!3d55.7671271!4d37.6196934!16s%2Fg%2F11d_z78kyw!19sChIJwSg-2GlKtUYRJ5NXJW7LXVw?authuser=0&hl=ru&rclk=1
Isaia,"Красная пл., 3, ГУМ",Москва,+7 495 660-05-50,,https://www.google.com/maps/place/Isaia/data=!4m7!3m6!1s0x46b54a59f172d275:0x4566e4d26526f57b!8m2!3d55.755158!4d37.620487!16s%2Fg%2F11dxkflbk9!19sChIJddJy8VlKtUYRe_UmZdLkZkU?authuser=0&hl=ru&rclk=1
"костюмы, брюки, сорочки.: сеть магазинов стильной мужской одежды michele luxuru gallery","ул. Буракова, 27",Москва,+7 926 483-56-86,,"https://www.google.com/maps/place/%D0%BA%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D1%8B,+%D0%B1%D1%80%D1%8E%D0%BA%D0%B8,+%D1%81%D0%BE%D1%80%D0%BE%D1%87%D0%BA%D0%B8.:+%D1%81%D0%B5%D1%82%D1%8C+%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD%D0%BE%D0%B2+%D1%81%D1%82%D0%B8%D0%BB%D1%8C%D0%BD%D0%BE%D0%B9+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B+michele+luxuru+gallery/data=!4m7!3m6!1s0x46b53554066522cf:0x6fd229efa4ee50f2!8m2!3d55.7589164!4d37.7333204!16s%2Fg%2F11gf19j39h!19sChIJzyJlBlQ1tUYR8lDupO8p0m8?authuser=0&hl=ru&rclk=1"
Костюмы Пиджаки Брюки,"ТЦ ""Семеновский Пассаж"", Большая Семеновская ул., 49А",Москва,,,https://www.google.com/maps/place/%D0%9A%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D1%8B+%D0%9F%D0%B8%D0%B4%D0%B6%D0%B0%D0%BA%D0%B8+%D0%91%D1%80%D1%8E%D0%BA%D0%B8/data=!4m7!3m6!1s0x46b5356c8cc3be65:0x561ed010df490f1c!8m2!3d55.781989!4d37.716301!16s%2Fg%2F1pp2tjbml!19sChIJZb7DjGw1tUYRHA9J3xDQHlY?authuser=0&hl=ru&rclk=1
Мужская одежда Men-Classica,"Измайловский пр., 63А",Москва,+7 925 222-55-27,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%B0%D1%8F+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D0%B0+Men-Classica/data=!4m7!3m6!1s0x46b534d5ca27849b:0xfb0ee1287140a06d!8m2!3d55.788255!4d37.786958!16s%2Fg%2F11clyxg3q0!19sChIJm4QnytU0tUYRbaBAcSjhDvs?authuser=0&hl=ru&rclk=1
Магазин мужской одежды Мишелин,"Измайловский Вал ул., 20, 1, 2 этаж",Москва,+7 800 600-48-18,,https://www.google.com/maps/place/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B+%D0%9C%D0%B8%D1%88%D0%B5%D0%BB%D0%B8%D0%BD/data=!4m7!3m6!1s0x46b5351323623871:0x181c54611a6540bb!8m2!3d55.785074!4d37.718887!16s%2Fg%2F1tcvgrtj!19sChIJcThiIxM1tUYRu0BlGmFUHBg?authuser=0&hl=ru&rclk=1
Магазин мужской одежды,"Большая Семеновская ул., владение 15 а, строение 1",Москва,+7 910 451-66-13,,https://www.google.com/maps/place/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x46b535721940f6e7:0xcecd409cdbf4e7af!8m2!3d55.7827262!4d37.705026!16s%2Fg%2F12hkhc1d7!19sChIJ5_ZAGXI1tUYRr-f025xAzc4?authuser=0&hl=ru&rclk=1
Fabio Paoloni,"ш. Энтузиастов, 12 корпус 2",Москва,+7 495 604-41-49,,https://www.google.com/maps/place/Fabio+Paoloni/data=!4m7!3m6!1s0x46b54ab1b4e11a31:0x8594b26a05c40be!8m2!3d55.7470762!4d37.7070493!16s%2Fg%2F1262k2cfv!19sChIJMRrhtLFKtUYRvkBcoCZLWQg?authuser=0&hl=ru&rclk=1
Mister M,"Семеновская пл., 1",Москва,+7 495 970-96-96,,https://www.google.com/maps/place/Mister+M/data=!4m7!3m6!1s0x46b5356ca9c79455:0xabda1ad2ce58469b!8m2!3d55.782692!4d37.7203609!16s%2Fg%2F12hkfj4mt!19sChIJVZTHqWw1tUYRm0ZYztIa2qs?authuser=0&hl=ru&rclk=1
kos-tum.ru,"Электродная ул., 13",Москва,+7 495 368-01-81,,https://www.google.com/maps/place/kos-tum.ru/data=!4m7!3m6!1s0x414acaa61e84d561:0x1b4d43e9240308e0!8m2!3d55.749352!4d37.756572!16s%2Fg%2F1td9z6_9!19sChIJYdWEHqbKSkER4AgDJOlDTRs?authuser=0&hl=ru&rclk=1
ЭSTET,"ш. Энтузиастов, 12, корп. 2, ТРЦ ""Город"", 1 этаж",Москва,+7 985 020-02-96,,https://www.google.com/maps/place/%D0%ADSTET/data=!4m7!3m6!1s0x46b54ab025397b35:0x6b553fe1e2960874!8m2!3d55.7474162!4d37.707049!16s%2Fg%2F124sxjr7_!19sChIJNXs5JbBKtUYRdAiW4uE_VWs?authuser=0&hl=ru&rclk=1
Магазин мужской одежды,"Измайловская ул., 28, строение 4",Москва,,,https://www.google.com/maps/place/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x46b53512d9b35c97:0x4f9398d75ffef962!8m2!3d55.7841548!4d37.7163226!16s%2Fg%2F12hsbqqhp!19sChIJl1yz2RI1tUYRYvn-X9eYk08?authuser=0&hl=ru&rclk=1
Мужской костюм,"Бакунинская ул., 84",Москва,+7 929 630-08-93,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BA%D0%BE%D1%81%D1%82%D1%8E%D0%BC/data=!4m7!3m6!1s0x46b535e43d2b2319:0x6b6aa9be03e6c6ab!8m2!3d55.77923!4d37.692281!16s%2Fg%2F11j08kgdk9!19sChIJGSMrPeQ1tUYRq8bmA76pams?authuser=0&hl=ru&rclk=1
Broswil / Бросвил,"ул. Кетчерская, 7",Москва,+7 495 745-37-17,,https://www.google.com/maps/place/Broswil+%2F+%D0%91%D1%80%D0%BE%D1%81%D0%B2%D0%B8%D0%BB/data=!4m7!3m6!1s0x414acaf01accef7d:0xe047057203ae6788!8m2!3d55.745782!4d37.831173!16s%2Fg%2F12qfmhh1f!19sChIJfe_MGvDKSkERiGeuA3IFR-A?authuser=0&hl=ru&rclk=1
HENDERSON,"ш. Энтузиастов, 12к2, ТРК «ГОРОД Лефортово», 2 этаж",Москва,+7 495 134-34-77,,https://www.google.com/maps/place/HENDERSON/data=!4m7!3m6!1s0x46b5478a155c6db3:0x9f622b6947898a65!8m2!3d55.7473966!4d37.7069538!16s%2Fg%2F12hm_xw95!19sChIJs21cFYpHtUYRZYqJR2krYp8?authuser=0&hl=ru&rclk=1
Otto Berg fashion,"Свободный пр., 33",Москва,+7 495 620-31-59,,https://www.google.com/maps/place/Otto+Berg+fashion/data=!4m7!3m6!1s0x414acaf236a2c75b:0xa728c6cbc034e525!8m2!3d55.7522098!4d37.817808!16s%2Fg%2F12hk5jdrq!19sChIJW8eiNvLKSkERJeU0wMvGKKc?authuser=0&hl=ru&rclk=1
gentlemenfashion.ru,"Михайловский пр-д, 1",Москва,+7 978 897-26-31,,https://www.google.com/maps/place/gentlemenfashion.ru/data=!4m7!3m6!1s0x46b54be7123ffa25:0x6ef4b683ad20330!8m2!3d55.731488!4d37.685903!16s%2Fg%2F11p66tkvwm!19sChIJJfo_EudLtUYRMAPSOmhL7wY?authuser=0&hl=ru&rclk=1
